ID - Ahrens,SHA stream code,Ahrens Sub-Area,0,River,Revised based on Region input 2013 - Runtiming,Stock assessment,Assessment details,Ron 2013 - productivity,Ron's comments 2013,Watershed Map Code - AHRENS,WSC from SHA,New WSC from SHA,WB_ID from SHA,Stream Order,MPM Comments 2013,Wild Stock Trend,Wild Stock Status,Classification 2005,Classification status 2013,Recent Escapements 1,Smolt Capacity 2,Anandromous Length (km),Bank Full Width (m),Bank Full Depth (m),Bank Full Discharge (m3/s),Mean River Gradient (%),Watershed Area (km2),Mean Watershed Elevation (m),Proportion Wetland,Proportion Alpine,Productivity,Productivity Type,Habitat Comments,Habitat Restoration To Date,Special Habitat Protection Requirements,Steelhead Objectives and Strategies,Notes,Angling Regulations,
353,435,Queen Charlotte Island,6,Honna River,Winter,,,,,940103900,940-1039-000-000-000-000-000-000-000-000-000-000,940-103900-00000-00000-0000-0000-000-000-000-000-000-000,327212,3,,,Routine Management,Wild,,,1202,7.31404,15.34865,1.02568,50.46342,5,42.63,293,0,0.00351,,,,,,,,,
355,421,Lower Nass,6,Iknouk River,Winter,,,,,500030000,500-0300-000-000-000-000-000-000-000-000-000-000,500-030000-00000-00000-0000-0000-000-000-000-000-000-000,213266,3,,,Routine Management,Wild,,,2110,24.74519,29.08632,1.40889,121.8813,15,108.52,816,0,0.22696,,,,,,,,,
,343,,6,Illiance River,,,,,,,910-9298-000-000-000-000-000-000-000-000-000-000,910-929800-00000-00000-0000-0000-000-000-000-000-000-000,294363,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,Stikine,6,Inhini River,Winter,,,,,610071300,,,,4,,,Routine Management,Wild,wild,,2219,1.60128,28.47172,1.3931,118.1255,12,142.66,1044.163,0,0.26769,,,,,,,,,
357,344,Taku,6,Inklin River,Winter,,,,,780,780-0000-000-000-000-000-000-000-000-000-000-000,780-000000-00000-00000-0000-0000-000-000-000-000-000-000,251303,7,,,Routine Management,Wild,,,11002,82.69699,82.1031,2.63077,690.6916,12,10035.89,1174.565,0.01389,0.22529,,,,,,,,,
358,,Upper Skeena,6,Insect Creek,summer,,,,,400324400,,,,4,,,Routine Management,Wild,wild,,2092,12.75566,25.07171,1.30409,98.32972,14,200.51,1158.11,0,0.30636,,,,,,,,,
359,345,Upper Nass,6,Ishkheenickh River (Ksi Hlginx),summer,,,,,510,510-0000-000-000-000-000-000-000-000-000-000-000,510-000000-00000-00000-0000-0000-000-000-000-000-000-000,218986,4,,,Routine Management,Wild,,,4244,43.06911,60.48579,2.15243,395.5391,14,581.11,977.9805,0.00821,0.29877,,,,,,,,,
,420,,6,Iskut River,,,,,,,610-0000-000-000-000-000-000-000-000-000-000-000,610-000000-00000-00000-0000-0000-000-000-000-000-000-000,233595,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,Queen Charlotte Island,6,Jalun River,Winter,,,,,940620200,,,,4,,,Routine Management,Wild,wild,,1477,26.70888,31.69203,1.47494,138.4233,2,180.35,198.503,0.02574,0.00654,,,,,,,,,
,346,,6,Johanson Creek,,,,,,,490-8516-000-000-000-000-000-000-000-000-000-000,490-851600-00000-00000-0000-0000-000-000-000-000-000-000,212986,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,North Coast,6,Johnston Creek,Winter,,,,,910118900,,,,2,,,Conservation Concern,Wild,wild,,2016,12.71227,31.48928,1.46985,137.0999,12,133.08,493,0.00143,0.09685,,,,,,,,,
364,,North Coast,6,Kainet Creek,Winter,,,,,910500000,,,,4,,,Routine Management,Wild,wild,,606,6.96283,23.45052,1.26047,89.46436,15,68.37,693.2242,0,0.54073,,,,,,,,,
366,347,Lower Skeena,6,Kasiks River,Winter,,,,,400093200,400-0932-000-000-000-000-000-000-000-000-000-000,400-093200-00000-00000-0000-0000-000-000-000-000-000-000,195917,4,,,Routine Management,Wild,,,2143,15.75559,45.12776,1.79967,240.5806,11,238.5,798.2933,0.00145,0.42113,,,,,,,,,
367,,Stikine,6,Katete River,Winter,,,,,600073500,,,,5,,,Routine Management,Wild,wild,,1711,12.26472,24.14887,1.27936,93.23851,6,98.57,623.5107,0.0045,0.18808,,,,,,,,,
369,,North Coast Islands,6,Keecha Creek,Winter,,,,,91556000080400,,,,5,,,Routine Management,Wild,wild,,1728,11.68952,22.15547,1.22499,82.64256,3,60.45,131.3429,0,0,,,,,,,,,
370,,North Coast,6,Keesil Creek,Winter,,,,,910727100,,,,3,,,Routine Management,Wild,wild,,696,4.24344,15.83004,1.04068,52.54095,8,30.4,173,0.00932,0,,,,,,,,,
372,348,North Coast,6,Kemano River,Winter,,,,,910627400,910-6274-000-000-000-000-000-000-000-000-000-000,910-627400-00000-00000-0000-0000-000-000-000-000-000-000,289362,5,,,Routine Management,Wild,,,5354,54.248,69.71032,2.35876,510.0602,13,1281.48,1096.998,0.00012,0.49434,,,,,,,,,
373,,North Coast Islands,6,Keswar Creek,Winter,,,,,91574220032600,,,,4,,,Routine Management,Wild,wild,,1177,8.81329,19.64437,1.15428,70.06109,3,47.08,107.6453,0.00629,0,,,,,,,,,
,349,,6,Khtada River,,,,,,,400-0593-000-000-000-000-000-000-000-000-000-000,400-059300-00000-00000-0000-0000-000-000-000-000-000-000,195799,,,,,,,,,,,,,,,,,,,,,,,,,,
375,401,North Coast,6,Khutze River,Winter,,,,,910545100,910-5451-000-000-000-000-000-000-000-000-000-000,910-545100-00000-00000-0000-0000-000-000-000-000-000-000,286957,4,,,Routine Management,Wild,,,1502,10.52108,33.11361,1.51044,147.8771,12,276.76,858.9917,0,0.45591,,,,,,,,,
376,402,North Coast,6,Khutzeymateen River,Winter,,,,,910887500,910-8875-000-000-000-000-000-000-000-000-000-000,910-887500-00000-00000-0000-0000-000-000-000-000-000-000,293940,4,,,Routine Management,Wild,,,2799,13.19152,50.28418,1.91968,287.8293,14,352.75,866.6112,0.00007,0.32983,,,,,,,,,
377,350,Lower Skeena,6,Khyex River,Winter,,,,,400036100,400-0361-000-000-000-000-000-000-000-000-000-000,400-036100-00000-00000-0000-0000-000-000-000-000-000-000,195635,4,,,Routine Management,Wild,,,2902,25.82828,57.15282,2.07697,358.2115,11,443.08,679.9452,0.00312,0.34086,,,,,,,,,
379,351,North Coast,6,Kildala River,Winter,,,,,910659800,910-6598-000-000-000-000-000-000-000-000-000-000,910-659800-00000-00000-0000-0000-000-000-000-000-000-000,290575,4,,,Routine Management,Wild,,,2659,28.89058,43.46563,1.76056,226.3356,12,351.03,965.6788,0.00124,0.4401,,,,,,,,,
381,352,North Coast,6,Kiltuish River,Winter,,,,,910593300,910-5933-000-000-000-000-000-000-000-000-000-000,910-593300-00000-00000-0000-0000-000-000-000-000-000-000,287524,4,,,Routine Management,Wild,,,1021,3.60671,33.29119,1.51485,149.0797,13,129.81,849.5892,0.00698,0.479,,,,,,,,,
383,410,Lower Nass,6,Kincolith River,Winter,,,,,500002500,500-0025-000-000-000-000-000-000-000-000-000-000,500-002500-00000-00000-0000-0000-000-000-000-000-000-000,213122,3,,,Routine Management,Wild,,,2580,25.52086,39.36726,1.66303,193.1985,15,221.9,840,0.00133,0.26944,,,,,,,,,
384,353,Taku,6,King Salmon Creek,Winter,,,,,770,770-0000-000-000-000-000-000-000-000-000-000-000,770-000000-00000-00000-0000-0000-000-000-000-000-000-000,251127,5,,,Routine Management,Wild,,,2441,40.25395,22.11195,1.22379,82.4173,10,358.63,893.3564,0.00507,0.16964,,,,,,,,,
,407,,6,Kinskuch River,,,,,,,520-0000-000-000-000-000-000-000-000-000-000-000,520-000000-00000-00000-0000-0000-000-000-000-000-000-000,219147,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,North Coast Islands,6,Kisameet River,Winter,,,,,91522650010000,,,,3,,,Routine Management,Wild,wild,,1044,11.27423,17.24675,1.0839,58.82757,9,36.93,240,0,0.03872,,,,,,,,,
84,354,Upper Skeena,6,Kispiox River,Summer,yes,EF juvenile data,,,470,470-0000-000-000-000-000-000-000-000-000-000-000,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,207441,6,,Stable,Routine Management,Wild,wild,5939,14726,122.2792,57.54424,2.08586,362.4861,6,2087.62,847.4625,0.01473,0.07863,Low,Natural,"The Kispiox River flows into the Skeena River, 16 kilometers north of the town of Hazelton. The waters of the Kispiox arise from glaciers in the Skeena Mountains, but is also fed by many small lakes and bogs. The watershed is located in a transition zone between the coastal and interior biogeoclimatic zones, and is found in both the Interior Cedar-Hemlock and Coastal Western Hemlock biogeoclimatic zones.  Alkalinity 35.7 mg/L",,Maintinance of good logging practices,Maintenance of quality angling opportunites.,,Steelhead Catch and Release,
,355,,6,Kiteen River,,,,,,,530-0322-000-000-000-000-000-000-000-000-000-000,530-032200-00000-00000-0000-0000-000-000-000-000-000-000,219307,,,,,,,,,,,,,,,,,,,,,,,,,,
388,356,North Coast,6,Kitimat River,Winter,yes,limited EF data for juveniles,,,910673500,910-6735-000-000-000-000-000-000-000-000-000-000,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,291006,6,,,Routine Management,Hatchery,,,10585,83.12649,80.36451,2.59295,663.4648,10,2056.45,817.9698,0.0036,0.23155,,,,,,,,,
389,411,North Coast,6,Kitkiata Creek,Winter,,,,,910713300,910-7133-000-000-000-000-000-000-000-000-000-000,910-713300-00000-00000-0000-0000-000-000-000-000-000-000,292612,3,,,Routine Management,Wild,,,1410,16.34309,25.02554,1.30286,98.0722,12,75.67,423,0.00463,0.08576,,,,,,,,,
390,357,North Coast,6,Kitlope River,Winter,,,,,910617600,910-6176-000-000-000-000-000-000-000-000-000-000,910-617600-00000-00000-0000-0000-000-000-000-000-000-000,287917,6,,,Routine Management,Wild,,,7292,57.54109,93.95342,2.88551,892.8651,10,2718.59,997.379,0.00105,0.45674,,,,,,,,,
391,359,North Coast,6,Kitsault River,Winter,,,,,910930200,910-9302-000-000-000-000-000-000-000-000-000-000,910-930200-00000-00000-0000-0000-000-000-000-000-000-000,294426,4,,,Routine Management,Wild,,,4113,18.81934,46.05194,1.82132,248.7064,12,461.74,941.6436,0.00009,0.22454,,,,,,,,,
392,358,Upper Skeena,6,Kitseguecla River,summer,,,,,450,450-0000-000-000-000-000-000-000-000-000-000-000,450-000000-00000-00000-0000-0000-000-000-000-000-000-000,203941,5,,,Routine Management,Wild,,,4676,34.03436,30.43685,1.44329,130.3291,9,717.07,1078.547,0.00225,0.15698,,,,,,,,,
393,360,Upper Skeena,6,Kitsumkalum River,winter/summer,,,,,430,430-0000-000-000-000-000-000-000-000-000-000-000,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,201819,5,,,Routine Management,Wild,,,14117,90.93688,83.80101,2.66759,717.8803,8,2255.14,954.5053,0.0066,0.22044,,,,,,,,,
,361,,6,Kitwancool Creek,,,,,,,400-3649-385-000-000-000-000-000-000-000-000-000,400-364900-38500-00000-0000-0000-000-000-000-000-000-000,197360,,,,,,,,,,,,,,,,,,,,,,,,,,
394,362,Upper Skeena,6,Kitwanga River,summer,yes,$25k),,,400364900,400-3649-000-000-000-000-000-000-000-000-000-000,400-364900-00000-00000-0000-0000-000-000-000-000-000-000,197335,5,,,Routine Management,Wild,,,7389,55.3106,40.86255,1.69881,204.9653,9,832.78,924.3696,0.00317,0.08422,,,,,,,,,
395,363,Upper Skeena,6,Kleanza Creek,summer,,,,,400231800,400-2318-000-000-000-000-000-000-000-000-000-000,400-231800-00000-00000-0000-0000-000-000-000-000-000-000,196643,4,,,Routine Management,Wild,,,2267,29.02309,21.8147,1.21555,80.88547,16,199.42,977.6834,0,0.14206,,,,,,,,,
398,364,North Coast,6,Kloiya River,Winter,,,,,910791900,910-7919-000-000-000-000-000-000-000-000-000-000,910-791900-00000-00000-0000-0000-000-000-000-000-000-000,293174,4,,,Routine Management,Wild,,,2081,9.95622,30.61757,1.44787,131.48,9,106,289.6515,0,0.02811,,,,,,,,,
400,365,Upper Skeena,6,Kluatantan River,summer,,,,,400898600,400-8986-000-000-000-000-000-000-000-000-000-000,400-898600-00000-00000-0000-0000-000-000-000-000-000-000,200884,5,,,Routine Management,Wild,,,4754,24.67012,34.25953,1.53882,155.7225,9,610.42,1425.592,0.006,0.29163,,,,,,,,,
402,,North Coast Islands,6,Kooryet Creek,Winter,,,,,91556000078400,,,,4,,,Routine Management,Wild,wild,,1388,10.85621,19.36046,1.14611,68.6915,4,46.42,115.9039,0,0,,,,,,,,,
404,366,Taku,6,Kowatua Creek,Winter,,,,,787,787-0000-000-000-000-000-000-000-000-000-000-000,787-000000-00000-00000-0000-0000-000-000-000-000-000-000,251887,5,,,Routine Management,Wild,,,4475,61.58675,29.2078,1.412,122.6302,9,697.03,1117.409,0.00905,0.21026,,,,,,,,,
405,367,North Coast,6,Kowesas River,Winter,,,,,910608300,910-6083-000-000-000-000-000-000-000-000-000-000,910-608300-00000-00000-0000-0000-000-000-000-000-000-000,287697,4,,,Routine Management,Wild,,,2578,27.87075,49.85785,1.90983,283.7444,13,374.12,933.5395,0.00018,0.48447,,,,,,,,,
406,,Lower Nass,6,Ksedin Creek,Winter,,,,,500112000,,,,4,,,Routine Management,Wild,wild,,3057,8.73939,38.55096,1.6434,186.9291,13,245.64,1048.897,0.00099,0.26139,,,,,,,,,
407,,North Coast,6,Kshwan River,Winter,,,,,910941800,,,,5,,,Routine Management,Wild,wild,,3903,4.35098,45.66376,1.81224,245.2753,8,425.93,1107.1,0.00105,0.33104,,,,,,,,,
408,,Upper Skeena,6,Kuldo Creek,summer,,,,,400590300,,,,6,,,Routine Management,Wild,wild,,3168,14.91558,33.79454,1.52733,152.5146,16,601.34,1154.56,0,0.22637,,,,,,,,,
409,482,North Coast,6,Kumealon Creek,Winter,,,,,910768900,,,,3,,,Routine Management,Wild,wild,,1113,9.06754,21.12082,1.19618,77.35617,12,50.33,519,0,0.19133,,,,,,,,,
410,,North Coast,6,Kumowdah River,Winter,,,,,910740100,,,,4,,,Routine Management,Wild,wild,,2839,13.34906,41.47744,1.71346,209.911,9,232.04,296.0055,0,0.04102,,,,,,,,,
411,,North Coast Islands,6,Kwakusdis River,Winter,,,,,91538170084400,,,,4,,,Routine Management,Wild,wild,,737,7.79106,13.18103,0.95574,41.47419,10,19.38,201.1667,0,0,,,,,,,,,
412,,North Coast Islands,6,Kwakwa Creek,Winter,,,,,91548200059900,,,,5,,,Routine Management,Wild,wild,,2212,10.35411,29.80557,1.42726,126.3469,4,72.45,137.9673,0,0.008,,,,,,,,,
416,368,Upper Nass,6,Kwinageese River ,summer,,,,,500571900,500-5719-000-000-000-000-000-000-000-000-000-000,500-571900-00000-00000-0000-0000-000-000-000-000-000-000,214983,5,,,Routine Management,Wild,,,3264,43.58958,36.33424,1.58968,170.4455,5,550.93,902.5604,0.02425,0.12199,,,,,,,,,
417,369,North Coast,6,Kwinamass River (Ksi X'anmas),Winter,,,,,910896600,910-8966-000-000-000-000-000-000-000-000-000-000,910-896600-00000-00000-0000-0000-000-000-000-000-000-000,294081,4,,,Routine Management,Wild,,,1548,26.00608,48.29772,1.87367,269.0724,12,330.08,676.809,0.02713,0.20186,,,,,,,,,
102,370,North Coast,6,Lachmach River,Winter,,,,,910846300,910-8463-000-000-000-000-000-000-000-000-000-000,910-846300-00000-00000-0000-0000-000-000-000-000-000-000,293555,3,,,Routine Management,Wild,,,746,8.6315,19.90267,1.16168,71.3164,12,41.63,501,0,0.33029,,,,,,,,,
,452,,6,Lagins Creek,,,,,,,940-1243-000-000-000-000-000-000-000-000-000-000,940-124300-00000-00000-0000-0000-000-000-000-000-000-000,327230,,,,,,,,,,,,,,,,,,,,,,,,,,
103,371,Lower Skeena,6,Lakelse River,winter/summer,,,,,420,420-0000-000-000-000-000-000-000-000-000-000-000,420-000000-00000-00000-0000-0000-000-000-000-000-000-000,201527,5,,,Routine Management,Wild,,,4161,29.88742,45.83671,1.81629,246.8009,6,589.27,644.6592,0.00643,0.14056,,,,,,,,,
104,,North Coast,6,Lard Creek,Winter,,,,,910498900,,,,4,,,Routine Management,Wild,wild,,656,2.55364,21.03663,1.19382,76.93236,12,56.32,789.6026,0,0.54083,,,,,,,,,
105,,Queen Charlotte Island,6,Lignite Creek,Winter,,,,,940672400,,,,3,,,Routine Management,Wild,wild,,2115,7.36096,24.97561,1.30152,97.79404,3,113.88,231,0,0,,,,,,,,,
,419,,6,Little Wedeene River,,,,,,,910-6735-170-000-000-000-000-000-000-000-000-000,910-673500-17000-00000-0000-0000-000-000-000-000-000-000,291185,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,North Coast,6,Macnair Creek,Winter,,,,,910150900,,,,3,,,Conservation Concern,Wild,wild,,1042,4.95597,18.22113,1.11289,63.3021,14,42.48,570,0,0.11534,,,,,,,,,
114,436,Queen Charlotte Island,6,Mamin River,Winter,,,,,940874800,940-8748-000-000-000-000-000-000-000-000-000-000,940-874800-00000-00000-0000-0000-000-000-000-000-000-000,327943,3,,,Routine Management,Wild,,,2520,21.8282,26.72054,1.34763,107.7237,5,139.49,268,0,0,,,,,,,,,
,437,,6,Mathers Creek,,,,,,,955-0810-383-000-000-000-000-000-000-000-000-000,955-081000-38300-00000-0000-0000-000-000-000-000-000-000,329133,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,Queen Charlotte Island,6,Mayer River,Winter,,,,,940053500,,,,3,,,Routine Management,Wild,wild,,9,33.00175,26.09988,1.33133,104.1425,1,130.04,39,0.17956,0,,,,,,,,,
118,,Queen Charlotte Island,6,Mercer Creek,Winter,,,,,940440100,,,,3,,,Routine Management,Wild,wild,,656,5.70241,15.02784,1.01558,49.09538,11,40.25,291,0,0.13937,,,,,,,,,
119,,Stikine,6,Mess Creek,Winter,,,,,630,,,,6,,,Routine Management,Wild,wild,,9618,78.75,59.11,2.12,379.92,9,2306.45,1339,0.00855,0.36476,,,,,,,,,
120,372,Upper Nass,6,Meziadin River,summer,,,,,550,550-0000-000-000-000-000-000-000-000-000-000-000,550-000000-00000-00000-0000-0000-000-000-000-000-000-000,220215,5,,,Routine Management,Wild,,,3462,23.01483,47.85688,1.86342,265.0047,7,712,823.152,0.01774,0.12738,,,,,,,,,
,453,,6,Moresby Lake,,,,,,,950-8522-000-000-000-000-000-000-000-000-000-000,950-852200-00000-00000-0000-0000-000-000-000-000-000-000,329039,,,,,,,,,,,,,,,,,,,,,,,,,,
78,373,Upper Skeena,6,Morice River,summer,yes,"mark-recapture annually for adults, EF for juveniles",,,460600600,460-6006-000-000-000-000-000-000-000-000-000-000,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,205672,7,,Stable,Routine Management,Wild,wild,3819,29795,135.5314,75.20045,2.47997,586.238,7,4339.43,1152.489,0.00747,0.16492,Low,Natural,"The Morice is approximately 75 kilometers long from its source in Morice Lake to the Bulkley, and drains an area of 1,911 km2.  Morice Lake is a large, deep and cold body of water lying in a depression at the base of the eastern slopes of the Coast Mountains providing a moderating influence on Morice River temperatures, flows, and sediment loads so critical to the Morice steelhead populations. Logging and recreation are the major activities within the Morice Drainage area. Access to the major portion of the Morice is gained via the Morice Forest Road, originating near Houston, which runs adjacent to the river for approximately 50 km. The final 25 km. are accessible only by boat upstream from the end of the road, or downstream from the lake. Access from Burns Lake and Francois Lake is also gained by a road which enters the valley via a route along Nadina River (Fraser drainage) and Owen Creek. Alkalinity 27.9 mg/L",,Maintinance of good logging practices,Maintenance of quality angling opportunites.,,Steelhead Catch and Release,
126,374,North Coast,6,Mussel River,Winter,,,,,910514200,910-5142-000-000-000-000-000-000-000-000-000-000,910-514200-00000-00000-0000-0000-000-000-000-000-000-000,286563,4,,,Routine Management,Wild,,,1222,3.30022,35.95473,1.58042,167.7019,14,165.75,713.9528,0,0.43644,,,,,,,,,
127,438,Queen Charlotte Island,6,Naden River,Winter,,,,,940665100,940-6651-000-000-000-000-000-000-000-000-000-000,940-665100-00000-00000-0000-0000-000-000-000-000-000-000,327766,3,,,Routine Management,Wild,,,2882,19.19304,31.53362,1.47097,137.3888,4,187.32,222.8244,0,0,,,,,,,,,
128,375,Taku,6,Nahlin River,Winter,,,,,788,788-0000-000-000-000-000-000-000-000-000-000-000,788-000000-00000-00000-0000-0000-000-000-000-000-000-000,252049,7,,,Routine Management,Wild,,,8929,103.6871,49.6572,1.90518,281.833,3,3545.65,1164.32,0.0302,0.17114,,,,,,,,,
129,376,Taku,6,Nakina River,Winter,,,,,790,790-0000-000-000-000-000-000-000-000-000-000-000,790-000000-00000-00000-0000-0000-000-000-000-000-000-000,253856,7,,,Routine Management,Wild,,,8191,48.93843,57.1226,2.07628,357.8827,10,3940.95,1116.827,0.00939,0.14205,,,,,,,,,
130,,North Coast,6,Namu River,Winter,,,,,910216500,,,,3,,,Conservation Concern,Wild,wild,,1883,14.53213,24.07373,1.27734,92.82918,9,71.22,326,0,0,,,,,,,,,
131,377,Upper Skeena,6,Nanika River,summer,,,,,46060060064400,460-6006-644-000-000-000-000-000-000-000-000-000,460-600600-64400-00000-0000-0000-000-000-000-000-000-000,206646,5,,,Routine Management,Wild,,,6136,23.40199,48.44326,1.87705,270.4228,8,895.32,1286.535,0.00617,0.26258,,,,,,,,,
,378,,6,Nass River,,,,,,,500-0000-000-000-000-000-000-000-000-000-000-000,500-000000-00000-00000-0000-0000-000-000-000-000-000-000,213119,,,,,,,,,,,,,,,,,,,,,,,,,,
,379,,6,Nilkitkwa River,,,,,,,480-3602-000-000-000-000-000-000-000-000-000-000,480-360200-00000-00000-0000-0000-000-000-000-000-000-000,209698,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,North Coast,6,Nooseseck River,Winter,,,,,910296200,,,,4,,,Routine Management,Wild,wild,,1101,3.53351,23.50519,1.26196,89.75735,14,135.97,937.0209,0,0.40553,,,,,,,,,
,380,,6,Oona River,,,,,,,915-7655-923-000-000-000-000-000-000-000-000-000,915-765500-92300-00000-0000-0000-000-000-000-000-000-000,305504,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,Queen Charlotte Island,6,Otard Creek,Winter,,,,,940516500,,,,3,,,Routine Management,Wild,wild,,1447,3.58332,22.81898,1.24325,86.10899,5,93.38,253,0,0.08245,,,,,,,,,
137,478,North Coast Islands,6,Pa-aat River,Winter,,,,,91556020075800,,,,4,,,Routine Management,Wild,wild,,1201,10.21528,20.47101,1.17786,74.1097,9,48.65,261.1899,0,0.06906,,,,,,,,,
138,439,Queen Charlotte Island,6,Pallant Creek,Winter,,,,,950065000,950-0650-000-000-000-000-000-000-000-000-000-000,950-065000-00000-00000-0000-0000-000-000-000-000-000-000,328179,3,,,Routine Management,Wild,,,1340,8.91104,22.22817,1.227,83.01945,5,82.11,276,0.00223,0.10985,,,,,,,,,
,490,,6,Paril River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,Stikine,6,Patmore Creek,Winter,,,,,600212700,,,,4,,,Routine Management,Wild,wild,,1774,2.57571,24.52618,1.2895,95.30578,13,181.84,1124.001,0.00074,0.31467,,,,,,,,,
